speaker	vowel	phone	time	duration	F1	F2	F3	ceiling	F1Bk	F2Bk	F3Bk
JSP	o	óːˤ	440.959	0.282	467	843	2065	4250	4.68	7.54	13.11
JSP	o	óˤ	568.799	0.274	498	960	1898	4250	4.94	8.27	12.54
JSP	o	óˤ	569.623	0.255	500	844	1865	4250	4.96	7.54	12.43
JSP	o	oˤ	596.870	0.105	491	1052	1889	4250	4.89	8.81	12.52
JSP	o	óˤ	598.475	0.148	542	1128	2134	4250	5.31	9.23	13.33
JSP	o	óˤ	599.050	0.156	473	1063	2239	4250	4.73	8.87	13.65
JSP	o	oˤ	802.782	0.686	671	1464	2452	4250	6.05	10.57	14.13
JSP	o	oˤ	804.270	0.119	445	1151	1754	4250	4.48	9.35	12.03
JSP	o	oˤ	804.447	0.156	482	1019	2032	4250	4.81	8.62	13.00
JSP	o	oˤ	833.983	0.124	525	1113	2060	4250	5.17	9.14	13.09
JSP	o	oˤ	834.651	0.156	471	931	1852	4250	4.71	8.09	12.37
JSP	o	oˤ	988.329	0.171	528	919	1912	4250	5.19	8.02	12.50
JSP	o	oˤ	989.863	0.163	506	1055	1986	4250	5.01	8.83	12.85
JSP	o	oˤ	1140.854	0.131	490	1093	1981	4250	4.88	9.04	12.83
JSP	o	oˤ	1141.606	0.139	496	1113	1871	4250	4.92	9.15	12.46
JSP	o	oˤ	1153.234	0.105	420	1287	2196	4250	4.25	10.03	13.52
JSP	o	óˤ	1153.499	0.171	560	912	2085	4250	5.46	7.92	13.16
JSP	o	oˤ	1153.954	0.075	469	1369	2194	4250	4.69	10.43	13.52
JSP	o	óˤ	1154.137	0.200	523	1046	1827	4250	5.15	8.78	12.29
JSP	o	oˤ	1160.415	0.197	535	1174	2091	4250	5.21	9.38	13.18
JSP	o	óˤ	1160.659	0.183	534	1049	1859	4250	5.25	8.79	12.41
JSP	o	oˤ	1161.125	0.172	477	1199	2145	4250	4.75	9.56	13.34
JSP	o	óˤ	1161.337	0.197	452	824	1853	4250	4.54	7.41	12.38
JSP	o	oˤ	1176.581	0.130	512	1065	1991	4250	5.06	8.88	12.87
JSP	o	óˤ	1176.772	0.201	494	984	1694	4250	4.91	8.42	11.72
JSP	o	oˤ	1190.581	0.169	520	947	1818	4250	5.13	8.19	12.26
JSP	o	óˤ	1190.809	0.191	552	1046	1806	4250	5.39	8.78	12.22
JSP	o	oˤ	1191.027	0.089	488	1034	1818	4250	4.86	8.71	12.26
JSP	o	óˤ	1191.167	0.197	494	944	1858	4250	4.91	8.17	12.41
JSP	o	óˤ	1197.388	0.170	496	970	1854	4250	4.92	8.32	12.39
JSP	o	óˤ	1198.326	0.171	502	1034	1857	4250	4.98	8.71	12.40
JSP	u	ú	17.811	0.175	385	842	2013	4800	3.92	7.51	12.92
JSP	u	ú	18.533	0.144	336	857	2340	4800	3.47	7.63	13.95
JSP	u	u	91.900	0.147	412	1162	2220	4800	4.18	9.41	13.59
JSP	u	u	92.825	0.120	432	1143	2139	4800	4.36	9.24	13.34
JSP	u	u	117.039	0.122	411	1106	2387	4800	4.17	9.07	14.08
JSP	u	u	117.309	0.122	399	1369	2394	4800	4.06	10.43	14.09
JSP	u	u	118.123	0.113	400	1280	2096	4800	4.07	9.99	13.21
JSP	u	u	118.379	0.097	332	1182	2200	4800	3.43	9.51	13.53
JSP	u	u	127.819	0.090	384	1425	2091	4800	3.92	10.68	13.19
JSP	u	u	129.239	0.097	390	1321	2165	4800	3.98	10.20	13.41
JSP	u	u	136.767	0.167	428	867	2318	4800	4.33	7.67	13.89
JSP	u	u	137.494	0.135	363	1263	2122	4800	3.73	9.91	13.29
JSP	u	u 	138.449	0.080	375	855	2210	4800	3.84	7.61	13.56
JSP	u	u	138.981	0.112	363	907	2143	4800	3.73	7.94	13.34
JSP	u	u	235.309	0.106	398	1343	2293	4800	4.05	10.31	13.80
JSP	u	u	236.307	0.124	376	1075	2078	4800	3.85	8.93	13.15
JSP	u	u	324.630	0.073	470	1035	2170	4800	4.70	8.72	13.44
JSP	u	u	325.451	0.058	523	1097	2004	4800	5.15	9.06	12.91
JSP	u	u	333.293	0.103	415	1019	2376	4800	4.21	8.62	14.05
JSP	u	u	342.717	0.120	368	1233	2318	4800	3.78	9.77	13.88
JSP	u	u	347.175	0.077	383	1270	2437	4800	3.91	9.96	14.22
JSP	u	u	367.849	0.104	356	1031	2257	4800	3.66	8.69	13.70
JSP	u	u	376.096	0.055	401	1632	2008	4800	4.09	11.56	12.92
JSP	u	u	376.196	0.066	364	983	2153	4800	3.74	8.41	13.39
JSP	u	u	417.972	0.104	424	928	2009	4800	4.30	8.07	12.91
JSP	u	u	419.027	0.083	409	922	1812	4800	4.16	8.02	12.24
JSP	u	u	420.548	0.075	424	933	1823	4800	4.29	8.10	12.28
JSP	u	u	422.180	0.086	437	1068	1984	4800	4.41	8.88	12.80
JSP	u	ṵ	437.121	0.095	390	1141	2280	4800	3.98	9.29	13.77
JSP	u	u	437.755	0.076	459	1479	2515	4800	4.60	10.84	14.42
JSP	u	u	440.332	0.142	415	1037	2347	4800	4.21	8.72	13.97
JSP	u	u	441.345	0.142	356	1051	2182	4800	3.66	8.80	13.48
JSP	u	ú	447.165	0.268	433	820	2172	4800	4.35	7.21	13.41
JSP	u	ú	449.216	0.256	340	697	2192	4800	3.51	6.52	13.51
JSP	u	u	454.944	0.168	474	1036	2255	4800	4.73	8.61	13.68
JSP	u	u	455.940	0.134	348	674	2123	4800	3.59	6.34	13.29
JSP	u	ú	468.797	0.134	368	728	2139	4800	3.78	6.74	13.34
JSP	u	ú	470.075	0.144	316	746	2058	4800	3.28	6.87	13.09
JSP	u	u	473.723	0.087	365	1047	2017	4800	3.75	8.78	12.95
JSP	u	ú	473.991	0.189	360	903	2090	4800	3.70	7.92	13.19
JSP	u	u	474.651	0.099	370	954	1994	4800	3.80	8.23	12.87
JSP	u	ú	474.899	0.182	393	858	2035	4800	4.00	7.63	13.01
JSP	u	ũ	478.073	0.209	408	849	2192	4800	4.12	7.56	13.50
JSP	u	ũ	478.992	0.167	340	884	2213	4800	3.51	7.79	13.57
JSP	u	úː	488.094	0.278	420	697	2275	4800	4.25	6.52	13.76
JSP	u	úː	488.847	0.227	378	724	2239	4800	3.86	6.71	13.65
JSP	u	úː	494.075	0.310	406	892	2384	4800	4.13	7.84	14.07
JSP	u	u	494.482	0.152	433	728	2504	4800	4.38	6.75	14.41
JSP	u	úː	494.802	0.291	367	754	2275	4800	3.77	6.92	13.76
JSP	u	ũ	495.209	0.320	343	1447	2308	4800	3.43	10.58	13.80
JSP	u	u	516.047	0.160	432	1017	1705	4800	4.37	8.56	11.84
JSP	u	u	522.921	0.244	430	911	2144	4800	4.34	7.96	13.36
JSP	u	u	534.244	0.122	410	1022	1892	4800	4.16	8.64	12.53
JSP	u	ú	555.722	0.216	469	872	2488	4800	4.68	7.71	14.36
JSP	u	ú	556.506	0.136	388	910	2086	4800	3.97	7.94	13.17
JSP	u	u	590.821	0.098	360	1288	2140	4800	3.70	10.04	13.35
JSP	u	u	591.542	0.102	357	1267	2222	4800	3.67	9.94	13.60
JSP	u	u	593.879	0.129	444	1080	2169	4800	4.47	8.97	13.44
JSP	u	u	595.272	0.122	596	1293	2393	4800	5.74	10.07	14.09
JSP	u	u	598.745	0.079	418	1079	2251	4800	4.24	8.96	13.69
JSP	u	u	599.330	0.095	379	1868	2479	4800	3.88	12.43	14.31
JSP	u	ṹ	609.922	0.221	460	1221	2049	4800	4.61	9.63	13.01
JSP	u	ṹ	610.665	0.199	357	1232	2193	4800	3.68	9.74	13.48
JSP	u	u	771.665	0.111	393	1376	2390	4800	4.01	10.46	14.09
JSP	u	u	772.527	0.117	292	1183	2009	4800	3.04	9.52	12.93
JSP	u	u	773.853	0.101	395	1467	2323	4800	4.02	10.87	13.90
JSP	u	u	774.311	0.116	317	1456	2199	4800	3.29	10.82	13.53
JSP	u	u	779.396	0.044	530	973	2303	4800	5.22	8.35	13.84
JSP	u	u	779.945	0.059	314	1445	2176	4800	3.27	10.77	13.46
JSP	u	u	780.229	0.052	463	992	2286	4800	4.64	8.46	13.79
JSP	u	u	780.734	0.082	419	1404	2284	4800	4.24	10.59	13.79
JSP	u	u	808.203	0.180	416	996	2405	4800	4.22	8.49	14.13
JSP	u	u	808.974	0.145	436	1054	2067	4800	4.40	8.82	13.11
JSP	u	u	845.691	0.135	467	976	2216	4800	4.67	8.35	13.58
JSP	u	u	846.398	0.170	440	873	1991	4800	4.43	7.71	12.86
JSP	u	u	853.982	0.140	500	1086	2269	4800	4.95	8.95	13.72
JSP	u	u	854.713	0.151	467	914	1861	4800	4.67	7.98	12.42
JSP	u	u	869.735	0.081	490	1339	2168	4800	4.87	10.28	13.44
JSP	u	u	870.392	0.081	605	1268	2442	4800	5.82	9.95	14.23
JSP	u	u	904.017	0.197	490	983	2414	4800	4.87	8.39	14.16
JSP	u	u	927.134	0.208	395	970	2384	4800	4.03	8.34	14.07
JSP	u	u	927.998	0.127	384	992	2111	4800	3.92	8.45	13.26
JSP	u	u	1208.057	0.128	453	666	2363	4800	4.54	6.28	14.01
JSP	u	u	1208.282	0.095	459	1060	2513	4800	4.61	8.85	14.43
JSP	u	u	1211.406	0.082	390	752	2420	4800	3.99	6.92	14.18
JSP	u	u	1211.571	0.086	469	635	2556	4800	4.65	6.05	14.55
JSP	u	u	1211.794	0.113	332	739	2359	4800	3.44	6.83	14.00
JSP	u	u	1211.965	0.108	355	731	2402	4800	3.66	6.77	14.13
JSP	u	ú	1221.800	0.175	386	786	2407	4800	3.94	7.15	14.14
JSP	u	ú	1222.336	0.092	472	670	2448	4800	4.72	6.32	14.25
JSP	u	ú	1229.360	0.170	361	726	2345	4800	3.71	6.73	13.96
JSP	u	u	1229.769	0.111	399	992	2242	4800	4.06	8.46	13.66
JSP	u	ú	1230.014	0.165	390	671	2353	4800	3.98	6.33	13.99
JSP	u	u	1230.349	0.090	403	764	2146	4800	4.10	7.00	13.37
JSP	u	u	1244.680	0.204	392	898	2150	4800	3.99	7.89	13.38
JSP	u	ú	1245.116	0.180	416	922	1834	4800	4.22	8.03	12.31
JSP	u	u	1245.769	0.169	452	817	2138	4800	4.54	7.34	13.34
JSP	u	ú	1246.131	0.167	395	886	1902	4800	4.03	7.82	12.56
JSP	u	uˤ	333.989	0.098	408	994	1976	4700	4.15	8.47	12.82
JSP	u	úˤ	482.570	0.254	410	868	1796	4700	4.16	7.69	12.18
JSP	u	úˤ	483.659	0.161	406	840	1704	4700	4.12	7.51	11.84
JSP	u	uˤ	502.781	0.175	473	991	1774	4700	4.72	8.46	12.10
JSP	u	úˤ	503.067	0.149	440	1067	1828	4700	4.44	8.89	12.30
JSP	u	uˤ	503.447	0.140	407	989	1617	4700	4.14	8.44	11.50
JSP	u	úˤ	503.674	0.201	461	985	1773	4700	4.62	8.42	12.09
JSP	u	uˤ	506.681	0.165	414	962	1890	4700	4.20	8.28	12.52
JSP	u	úˤ	506.909	0.073	358	1092	2018	4700	3.69	9.03	12.95
JSP	u	úˤ	516.280	0.107	368	1022	1672	4700	3.77	8.64	11.71
JSP	u	uˤ	519.863	0.086	420	997	1721	4700	4.25	8.49	11.90
JSP	u	úˤ	520.007	0.064	460	923	1770	4700	4.62	8.04	12.09
JSP	u	uˤ	522.406	0.139	422	854	1789	4700	4.27	7.60	12.16
JSP	u	úˤ	522.606	0.141	507	1081	1826	4700	5.01	8.97	12.29
JSP	u	uˤ	533.857	0.152	346	947	1723	4700	3.57	8.19	11.91
JSP	u	úˤ	534.041	0.089	346	1160	1770	4700	3.57	9.40	12.09
JSP	u	uˤ	1121.419	0.101	430	1117	1764	4700	4.34	9.16	12.07
JSP	u	uˤ	1121.900	0.057	423	1142	1659	4700	4.28	9.31	11.67
JSP	ə	ə	14.709	0.098	417	1788	2299	4300	4.23	12.16	13.83
JSP	ə	ə	252.517	0.083	666	1308	2356	4300	6.29	10.14	13.99
JSP	ə	ə	482.923	0.125	424	1501	2285	4300	4.29	11.01	13.79
JSP	ə	ə	518.284	0.085	556	1620	2261	4300	5.42	11.51	13.72
JSP	ə	ə	546.619	0.060	405	1258	2028	4300	4.12	9.90	12.99
JSP	ə	ə	547.369	0.069	417	1301	2008	4300	4.23	10.11	12.92
JSP	ə	ə	556.132	0.088	515	1423	2197	4300	5.08	10.67	13.53
JSP	ə	ə	556.801	0.066	467	1490	2186	4300	4.67	10.97	13.49
JSP	ə	ə̟	590.362	0.090	501	1596	1966	4300	4.96	11.41	12.78
JSP	ə	ə	591.131	0.075	468	1540	1934	4300	4.68	11.18	12.67
JSP	ə	ə̟	593.357	0.099	530	1618	1997	4300	5.21	11.50	12.89
JSP	ə	ə̟	594.778	0.106	531	1557	1911	4300	5.22	11.25	12.60
JSP	ə	ə	610.312	0.091	422	1484	2493	4300	4.28	10.94	14.34
JSP	ə	ə	611.006	0.104	393	1320	2290	4300	4.01	10.20	13.80
JSP	ə	ə	645.872	0.073	397	1525	2096	4300	4.05	11.12	13.21
JSP	ə	ə	697.133	0.097	504	1231	1966	4300	4.99	9.76	12.78
JSP	ə	ə	697.402	0.070	365	1600	2488	4300	3.75	11.43	14.36
JSP	ə	ə	698.915	0.062	511	1135	1869	4300	5.06	9.27	12.45
JSP	ə	ə	699.117	0.074	376	1605	2428	4300	3.85	11.45	14.20
JSP	ə	ə	779.808	0.093	492	1277	2384	4300	4.89	9.99	14.08
JSP	ə	ə	780.562	0.078	503	1177	2325	4300	4.98	9.49	13.91
JSP	ə	ə̆	807.857	0.068	547	1215	2389	4300	5.35	9.68	14.09
JSP	ə	ə̆	808.682	0.044	501	1008	2318	4300	4.97	8.56	13.89
JSP	ə	ə	1017.201	0.097	529	1748	2208	4300	5.20	12.00	13.56
JSP	ə	ə	1018.093	0.093	428	1578	2078	4300	4.33	11.34	13.15
JSP	ə	ə	1081.054	0.064	455	1386	2319	4300	4.57	10.51	13.89
JSP	ə	ə	1082.259	0.068	459	1339	2152	4300	4.61	10.29	13.39
JSP	ə	ə	1090.668	0.129	585	1479	2252	4300	5.66	10.92	13.69
JSP	ə	ə	1109.230	0.063	548	1308	1907	4300	5.35	10.14	12.44
JSP	ə	ə	1110.063	0.045	483	1281	2160	4300	4.82	10.01	13.41
JSP	ə	ə	1125.716	0.097	494	1341	2289	4300	4.91	10.30	13.80
JSP	ə	ə	1126.663	0.085	478	1374	2257	4300	4.77	10.45	13.71
JSP	ə	əˤ	24.486	0.081	427	1556	2012	4250	4.32	11.25	12.93
JSP	ə	əˤ	25.360	0.083	480	1590	2000	4250	4.79	11.39	12.90
JSP	ə	ə̆ˤ	111.195	0.138	445	1435	2202	4250	4.48	10.73	13.53
JSP	ə	ə̃ˤ	572.113	0.166	480	1128	1877	4250	4.78	9.23	12.47
JSP	ə	ə̃ˤ	572.918	0.146	466	1131	2013	4250	4.66	9.24	12.93
JSP	ə	əˤ	598.319	0.096	479	1023	2017	4250	4.78	8.65	12.95
JSP	ə	əˤ	598.919	0.089	485	1044	2041	4250	4.83	8.76	13.02
JSP	ə	əˤ	617.494	0.067	414	1482	2097	4250	4.20	10.93	13.21
JSP	ɪ	ɪ	80.247	0.106	360	1933	2696	5200	3.70	12.67	14.91
JSP	ɪ	ɪ	81.649	0.094	358	2053	2668	5200	3.69	13.06	14.84
JSP	ɪ	ɪ	368.296	0.072	424	1898	2828	5200	4.29	12.55	15.23
JSP	ɪ	ɪ	420.757	0.065	330	1868	2534	5200	3.42	12.44	14.48
JSP	ɪ	ɪ	484.032	0.169	406	1885	2480	5200	4.13	12.50	14.33
JSP	ɪ	ɪ	518.420	0.113	362	2182	2532	5200	3.72	13.48	14.48
JSP	ɪ	ɪ	624.979	0.299	349	1906	2545	5200	3.59	12.58	14.52
JSP	ɪ	ɪ	627.514	0.122	359	1888	2602	5200	3.69	12.52	14.67
JSP	ɪ	ɪ	666.369	0.062	433	1908	2433	5200	4.38	12.59	14.21
JSP	ɐ	ɐ	201.896	0.114	666	1488	2365	5150	6.29	10.95	14.02
JSP	ɐ	ɐ	203.043	0.114	641	1485	2357	5150	6.10	10.93	14.00
JSP	ɐ	ɐ	515.604	0.095	646	1769	2413	5150	6.14	12.08	14.14
JSP	ɐ	ɐ	755.963	0.163	682	1589	2447	5150	6.41	11.39	14.25
JSP	ɐ	ɐ	756.902	0.131	674	1547	2393	5150	6.35	11.21	14.10
JSP	ɐ	ɐ	808.802	0.109	533	1251	2317	5150	5.23	9.86	13.88
PSX	i	í	7.075	0.090	421	2705	3503	6500	4.27	14.93	16.70
PSX	i	í	8.305	0.111	413	2661	3394	6500	4.19	14.82	16.48
PSX	i	í	10.361	0.124	430	2691	3342	6500	4.35	14.90	16.38
PSX	i	í	11.695	0.119	402	2659	3354	6500	4.09	14.82	16.40
PSX	i	i	13.478	0.090	425	2643	3217	6500	4.31	14.77	16.11
PSX	i	í	13.657	0.179	404	2680	3347	6500	4.11	14.87	16.39
PSX	i	i	14.469	0.085	427	2652	3208	6500	4.32	14.80	16.10
PSX	i	í	14.625	0.146	385	2691	3254	6500	3.93	14.90	16.20
PSX	i	i	21.124	0.182	361	2863	3407	6500	3.71	15.32	16.51
PSX	i	i	21.986	0.101	358	2872	3507	6500	3.68	15.34	16.71
PSX	i	íː	28.493	0.153	394	2665	3396	6500	4.02	14.83	16.49
PSX	i	íː	29.361	0.118	403	2615	3402	6500	4.10	14.70	16.50
PSX	i	íː	32.782	0.187	374	2913	3517	6500	3.83	15.44	16.72
PSX	i	íː	34.486	0.127	384	2973	3358	6500	3.93	15.58	16.41
PSX	i	íː	37.753	0.181	369	2702	3298	6500	3.79	14.92	16.29
PSX	i	i	38.070	0.124	392	2652	3339	6500	3.99	14.80	16.37
PSX	i	íː	39.385	0.164	391	2733	3214	6500	3.99	15.00	16.11
PSX	i	i	39.716	0.067	1079	2808	3602	6500	7.23	15.16	16.82
PSX	i	i	41.888	0.149	340	2646	3406	6500	3.51	14.78	16.50
PSX	i	i	43.428	0.118	347	2707	3445	6500	3.58	14.94	16.58
PSX	i	i	50.536	0.243	411	2648	3251	6500	4.17	14.79	16.19
PSX	i	i	51.841	0.123	384	2734	3429	6500	3.93	15.00	16.55
PSX	i	íː	77.813	0.116	427	2559	3290	6500	4.32	14.55	16.27
PSX	i	i	78.613	0.274	428	2698	3302	6500	4.32	14.91	16.30
PSX	i	í	78.887	0.136	384	2595	3456	6500	3.92	14.65	16.61
PSX	i	íː	79.286	0.093	431	2596	3151	6500	4.36	14.65	15.97
PSX	i	i	79.998	0.091	391	2497	3119	6500	3.99	14.39	15.90
PSX	i	í	80.115	0.146	340	2661	3485	6500	3.50	14.82	16.67
PSX	i	i	109.238	0.101	446	2434	2866	6500	4.48	14.21	15.33
PSX	i	i	113.982	0.099	415	2369	3064	6500	4.21	14.02	15.78
PSX	i	íː	124.893	0.275	394	2759	3235	6500	4.02	15.07	16.15
PSX	i	í	125.835	0.181	341	2739	3099	6500	3.52	15.02	15.86
PSX	i	í	127.962	0.119	502	2475	3081	6500	4.96	14.32	15.82
PSX	i	í	129.079	0.076	464	2532	3359	6500	4.64	14.48	16.41
PSX	i	í	136.077	0.309	357	2779	3462	6500	3.67	15.12	16.62
PSX	i	í	137.607	0.193	349	2703	3279	6500	3.60	14.93	16.25
PSX	i	í	217.289	0.186	410	2815	3486	6500	4.16	15.20	16.67
PSX	i	í	218.270	0.125	324	2694	3368	6500	3.35	14.90	16.43
PSX	i	í	221.118	0.081	393	2603	3334	6500	4.01	14.67	16.36
PSX	i	i	221.461	0.161	428	2668	3291	6500	4.33	14.84	16.25
PSX	i	í	222.266	0.053	401	2611	3311	6500	4.09	14.69	16.32
PSX	i	i	222.507	0.095	389	2725	3463	6500	3.97	14.98	16.62
PSX	i	í	225.964	0.097	376	2483	3165	6500	3.85	14.35	16.01
PSX	i	i	226.210	0.246	376	2793	3558	6500	3.85	15.15	16.80
PSX	i	í	227.632	0.091	399	2457	3348	6500	4.06	14.28	16.39
PSX	i	i	227.875	0.221	372	2675	3426	6500	3.82	14.85	16.55
PSX	i	í	293.671	0.186	389	2928	3409	6500	3.96	15.47	16.51
PSX	i	í	294.910	0.150	372	2856	3267	6500	3.81	15.30	16.22
PSX	i	í	298.411	0.164	406	2839	3291	6500	4.13	15.26	16.27
PSX	i	í	299.535	0.170	392	2758	3050	6500	4.00	15.06	15.75
PSX	i	i	300.721	0.067	322	2572	3293	6500	3.34	14.59	16.28
PSX	i	i	301.368	0.054	409	2615	3420	6500	4.16	14.70	16.54
PSX	i	i	306.590	0.192	348	2693	3185	6500	3.58	14.90	16.01
PSX	i	i	308.083	0.161	508	2603	3391	6500	4.86	14.67	16.48
PSX	i	í	333.083	0.183	373	2786	3231	6500	3.82	15.13	16.13
PSX	i	í	333.982	0.234	338	2829	3402	6500	3.49	15.24	16.49
PSX	i	i	349.601	0.270	335	2682	3402	6500	3.47	14.87	16.47
PSX	i	i	350.570	0.134	439	2591	3240	6500	4.42	14.64	16.16
PSX	i	i	353.030	0.178	362	2620	3117	6500	3.72	14.71	15.89
PSX	i	i	353.837	0.120	323	2719	3371	6500	3.35	14.97	16.43
PSX	i	i	470.580	0.061	482	2179	3098	6500	4.80	13.47	15.86
PSX	i	i	471.149	0.163	430	2576	3048	6500	4.34	14.60	15.75
PSX	i	i	472.365	0.080	463	2299	3089	6500	4.64	13.83	15.84
PSX	i	i	472.985	0.087	644	2757	3365	6500	4.27	15.06	16.35
PSX	i	í	478.018	0.163	352	2683	3314	6500	3.63	14.88	16.32
PSX	i	í	480.004	0.285	522	2766	3416	6500	4.41	15.06	16.49
PSX	i	í	492.314	0.133	396	2635	3313	6500	4.03	14.75	16.32
PSX	i	í	493.484	0.130	378	2788	3408	6500	3.87	15.14	16.51
PSX	i	í	496.448	0.168	380	2735	3434	6500	3.89	15.01	16.56
PSX	i	í	497.562	0.266	347	2788	3516	6500	3.58	15.14	16.72
PSX	i	ĩ́	502.649	0.133	336	2793	3430	6500	3.47	15.15	16.55
PSX	i	ĩ́	503.317	0.139	395	2703	3451	6500	4.03	14.93	16.59
PSX	i	í	507.540	0.103	346	2455	3597	6500	3.56	14.27	16.88
PSX	i	í	508.926	0.118	330	2480	3463	6500	3.42	14.34	16.62
PSX	i	í	533.491	0.155	422	2781	3155	6500	4.28	15.12	15.98
PSX	i	íː	544.076	0.199	377	2831	3395	6500	3.86	15.24	16.47
PSX	i	íː	545.412	0.145	404	2654	3048	6500	4.11	14.79	15.75
PSX	i	ĩ́ː	675.837	0.409	465	2582	2905	6500	4.65	14.60	15.41
PSX	i	i	676.411	0.222	359	2550	3143	6500	3.69	14.52	15.94
PSX	i	ĩ́ː	677.062	0.309	400	2884	3409	6500	4.08	15.37	16.51
PSX	i	i	677.521	0.089	288	2843	3383	6500	3.00	15.27	16.46
PSX	i	i	684.115	0.074	335	2533	2929	6500	3.47	14.49	15.48
PSX	i	ĩ́ː	686.237	0.320	358	3001	3617	6500	3.68	15.64	16.92
PSX	i	i	686.678	0.042	346	2778	3099	6500	3.57	15.11	15.86
PSX	i	i	691.047	0.079	383	2782	3322	6500	3.91	15.12	16.33
PSX	i	i	692.479	0.070	383	2670	3086	6500	3.91	14.84	15.83
PSX	i	iˤ	24.750	0.100	547	2506	3506	7000	5.36	14.41	16.70
PSX	i	íˤ	25.030	0.213	388	2886	3560	7000	3.95	15.37	16.81
PSX	i	iˤ	25.730	0.100	442	2572	3705	7000	4.46	14.59	17.09
PSX	i	íˤ	25.986	0.201	417	2759	3607	7000	4.22	15.06	16.90
PSX	i	íˤ	532.447	0.237	362	2599	3217	7000	3.72	14.65	16.11
PSX	i	iˤ	588.269	0.141	413	2629	3641	7000	4.19	14.74	16.97
PSX	i	iˤ	589.431	0.127	396	2723	3849	7000	4.04	14.98	17.34
PSX	i	íˤ	593.627	0.175	368	2527	3227	7000	3.77	14.47	16.11
PSX	i	íˤ	594.928	0.182	341	2554	3349	7000	3.52	14.54	16.39
PSX	i	íˤ	758.841	0.233	361	2623	3322	7000	3.71	14.72	16.31
PSX	i	íˤ	759.860	0.214	367	2609	3594	7000	3.77	14.68	16.88
PSX	i	ìˤ	763.032	0.256	363	2926	3548	7000	3.73	15.46	16.78
PSX	i	ìˤ	764.243	0.187	356	2956	3811	7000	3.67	15.54	17.27
PSX	e	e	28.844	0.102	547	2450	3298	6500	5.35	14.26	16.29
PSX	e	e	29.733	0.062	497	2414	3356	6500	4.93	14.16	16.41
PSX	e	é	41.544	0.118	428	2496	3288	6500	4.33	14.39	16.27
PSX	e	é	43.057	0.129	396	2626	3409	6500	4.03	14.73	16.52
PSX	e	é	45.477	0.181	450	2589	3222	6500	4.53	14.63	16.13
PSX	e	é	46.823	0.137	404	2588	3236	6500	4.11	14.63	16.16
PSX	e	é	49.951	0.111	555	2408	3191	6500	5.42	14.14	16.06
PSX	e	e	50.233	0.104	502	2395	3193	6500	4.97	14.10	16.06
PSX	e	é	51.282	0.115	424	2422	3188	6500	4.29	14.18	16.05
PSX	e	e	51.526	0.119	482	2502	3200	6500	4.81	14.40	16.08
PSX	e	éː	72.610	0.284	438	2374	3176	6500	4.42	14.05	16.03
PSX	e	éː	73.840	0.202	395	2556	3328	6500	4.02	14.55	16.35
PSX	e	e	78.126	0.105	574	2274	3087	6500	5.57	13.76	15.83
PSX	e	e	79.598	0.070	494	2280	3071	6500	4.91	13.78	15.80
PSX	e	éː	87.411	0.169	544	2210	3018	6500	5.32	13.56	15.67
PSX	e	éː	88.852	0.128	434	2313	3121	6500	4.38	13.86	15.90
PSX	e	e	310.971	0.098	495	2309	3114	6500	4.91	13.85	15.89
PSX	e	e	312.008	0.115	521	2232	3209	6500	5.13	13.61	16.10
PSX	e	e	401.648	0.058	445	2347	2871	6500	4.47	13.97	15.33
PSX	e	é	401.909	0.153	481	2281	3099	6500	4.78	13.78	15.86
PSX	e	e	403.372	0.058	562	2417	2894	6500	5.48	14.17	15.37
PSX	e	é	403.580	0.076	444	2397	3010	6500	4.47	14.11	15.66
PSX	e	e	493.026	0.089	435	2436	3137	6500	4.39	14.22	15.94
PSX	e	é	493.320	0.084	512	2222	2979	6500	5.06	13.60	15.59
PSX	e	éː	597.954	0.202	463	2454	3208	6500	4.64	14.27	16.10
PSX	e	éː	599.221	0.138	410	2411	3162	6500	4.17	14.15	16.00
PSX	e	é	607.932	0.183	480	2409	3174	6500	4.79	14.13	16.03
PSX	e	é	609.132	0.127	407	2573	3236	6500	4.14	14.59	16.16
PSX	e	é	615.044	0.147	458	2233	3199	6500	4.60	13.61	16.08
PSX	e	é	616.230	0.108	502	2159	3182	6500	4.98	13.40	16.04
PSX	e	é	628.749	0.107	548	2249	3159	6500	5.37	13.68	15.99
PSX	e	é	629.844	0.095	510	2302	3025	6500	5.04	13.84	15.69
PSX	e	é	649.244	0.178	467	2271	2999	6500	4.68	13.75	15.64
PSX	e	ẽ́ː	683.643	0.349	586	2251	3066	6500	5.66	13.69	15.78
PSX	e	é	690.644	0.156	547	2215	2723	6500	5.35	13.58	14.98
PSX	e	é	692.069	0.175	438	2298	2808	6500	4.42	13.83	15.19
PSX	e	éˤ	59.485	0.106	457	2055	2868	5000	4.58	13.07	15.33
PSX	e	éˤ	61.153	0.109	481	2152	3033	5000	4.80	13.38	15.71
PSX	e	éˤ	64.062	0.151	457	2337	3113	5000	4.57	13.94	15.89
PSX	e	éˤ	65.756	0.098	522	2387	3057	5000	5.14	14.08	15.76
PSX	e	éˤ	68.692	0.140	575	1853	2667	5000	5.58	12.39	14.83
PSX	e	éˤ	70.385	0.137	548	1849	2669	5000	5.36	12.38	14.83
PSX	e	éːˤ	92.278	0.182	570	2106	2736	5000	5.54	13.24	15.01
PSX	e	éːˤ	94.238	0.187	525	2203	2720	5000	5.17	13.54	14.97
