speaker	vowel	phone	time	duration	F1	F2	F3	ceiling	F1Bk	F2Bk	F3Bk
PSX	u	ú	931.972	0.165	489	1074	3010	5200	4.86	8.94	15.66
PSX	u	ú	933.477	0.170	398	1034	2990	5200	4.05	8.70	15.61
PSX	u	uˤ	206.481	0.048	442	1430	2641	4900	4.45	10.71	14.77
PSX	u	uˤ	208.752	0.045	454	1219	2472	4900	4.56	9.70	14.32
PSX	u	úˤ	349.068	0.202	557	1235	2769	4900	5.43	9.75	14.89
PSX	u	uˤ	387.343	0.198	456	1428	2410	4900	4.58	10.69	14.15
PSX	u	ṹ̞ˤ	388.362	0.160	413	1136	2284	4900	4.19	9.27	13.79
PSX	u	úːˤ	392.925	0.333	507	1058	2530	4900	5.02	8.85	14.47
PSX	u	úːˤ	393.883	0.223	439	996	2542	4900	4.43	8.49	14.51
PSX	u	uˤ	593.869	0.116	492	1261	2233	4900	4.89	9.92	13.63
PSX	u	uˤ	595.199	0.086	440	1098	2331	4900	4.44	9.07	13.92
PSX	u	uˤ	739.436	0.138	657	1349	2408	4900	6.21	10.33	14.14
PSX	u	uˤ	740.383	0.062	405	984	2234	4900	4.12	8.41	13.64
PSX	u	uˤ	743.476	0.072	469	1355	2797	4900	4.69	10.37	15.16
PSX	u	uˤ	744.506	0.064	631	1541	2647	4900	6.02	11.19	14.78
PSX	u	uˤ	923.509	0.169	520	1226	2717	4900	5.13	9.74	14.96
PSX	u	úˤ	923.720	0.223	624	1103	2482	4900	5.91	9.02	14.35
PSX	u	uˤ	924.601	0.154	457	1154	2557	4900	4.58	9.35	14.54
PSX	u	uˤ	932.333	0.121	581	1197	2414	4900	5.61	9.27	14.01
PSX	u	uˤ	933.831	0.137	489	992	2690	4900	4.86	8.46	14.88
PSX	ə	ə	135.874	0.104	677	2096	3162	6000	6.37	13.20	16.00
PSX	ə	ə	137.442	0.088	671	1955	3246	6000	6.32	12.73	16.18
PSX	ə	ə	170.385	0.060	654	1848	3016	6000	6.20	12.37	15.67
PSX	ə	ə	171.565	0.065	639	1762	3062	6000	6.08	12.06	15.78
PSX	ə	ə	183.943	0.060	415	1799	2925	6000	4.21	12.20	15.47
PSX	ə	ə	185.069	0.064	471	1796	2930	6000	4.71	12.18	15.48
PSX	ə	ə	186.767	0.048	561	1834	2689	6000	5.47	12.32	14.89
PSX	ə	ə	225.286	0.051	472	1843	2902	6000	4.72	12.35	15.41
PSX	ə	ə	227.050	0.029	455	1853	3103	6000	4.57	12.39	15.87
PSX	ə	ə	227.224	0.040	442	1677	2707	6000	4.46	11.74	14.94
PSX	ə	ə	356.236	0.048	528	1355	3094	6000	5.20	10.36	15.85
PSX	ə	ə	357.920	0.034	589	1355	3012	6000	5.69	10.37	15.67
PSX	ə	ə	360.422	0.069	481	1888	2952	6000	4.80	12.52	15.53
PSX	ə	ə	362.023	0.055	503	1746	2928	6000	4.99	12.00	15.47
PSX	ə	ə	362.696	0.135	662	1483	3355	6000	6.24	10.94	16.38
PSX	ə	ə	364.291	0.058	606	1783	3025	6000	5.83	12.14	15.70
PSX	ə	ə	365.367	0.027	506	1702	2991	6000	5.01	11.83	15.62
PSX	ə	ə	366.277	0.037	683	1366	2932	6000	6.42	10.41	15.48
PSX	ə	ə	368.247	0.027	557	1371	3210	6000	5.43	10.44	16.10
PSX	ə	ə	397.290	0.108	432	2159	2799	6000	4.36	13.39	15.17
PSX	ə	ə	398.468	0.108	398	2477	2864	6000	4.06	14.33	15.32
PSX	ə	ə	461.330	0.075	218	1802	3233	6000	2.31	12.21	16.15
PSX	ə	ə	477.650	0.054	599	1396	2715	6000	5.78	10.55	14.96
PSX	ə	ə	479.601	0.117	485	1040	2613	6000	4.83	8.74	14.69
PSX	ə	ə	507.312	0.121	772	1904	3261	6000	7.04	12.56	16.20
PSX	ə	ə	508.679	0.131	809	1879	2435	6000	7.30	12.47	14.10
PSX	ə	ə	708.758	0.137	627	1546	2678	6000	5.97	10.99	14.70
PSX	ə	ə	712.712	0.094	614	1852	3230	6000	5.89	12.38	16.14
PSX	ə	ə	727.654	0.035	510	1536	3221	6000	5.05	11.17	16.13
PSX	ə	ə	729.431	0.041	450	1622	3295	6000	4.53	11.52	16.28
PSX	ə	əˤ	247.888	0.126	599	1421	2693	4600	5.77	10.67	14.90
PSX	ə	əˤ	254.627	0.068	501	1499	2619	4600	4.97	11.01	14.68
PSX	ə	əˤ	255.343	0.076	527	1439	2731	4600	5.19	10.75	15.00
PSX	ə	əˤ	255.734	0.061	526	1408	2682	4600	5.18	10.61	14.87
PSX	ə	əˤ	269.372	0.095	491	1377	2638	4600	4.88	10.47	14.76
PSX	ə	əˤ	280.429	0.079	452	1354	2631	4600	4.54	10.36	14.74
PSX	ə	əˤ	433.420	0.135	715	1518	2496	4600	6.65	11.08	14.35
PSX	ə	əˤ	434.859	0.145	814	1513	2776	4600	7.33	11.06	15.07
PSX	ə	əˤ	444.700	0.039	813	1671	2743	4600	7.33	11.71	15.03
PSX	ə	əˤ	743.316	0.065	579	1516	2864	4600	5.61	11.08	15.30
PSX	ə	əˤ	744.362	0.056	451	1503	3158	4600	4.54	11.02	15.99
PSX	ɪ	ɪ	59.763	0.069	391	2448	3518	6400	3.99	14.25	16.73
PSX	ɪ	ɪ	61.420	0.070	429	2513	3235	6400	4.34	14.43	16.14
PSX	ɪ	ɪ	477.873	0.044	416	2054	3208	6400	4.22	13.08	16.10
PSX	ɪ	ɪ	479.867	0.039	439	1966	3282	6400	4.43	12.78	16.25
PSX	ɐ	ɐ	318.017	0.119	652	1415	2102	4700	6.19	10.63	12.97
PSX	ɐ	ɐ	438.006	0.107	720	2019	2527	4700	6.68	12.94	14.45
PSX	ɐ	ɐ	439.427	0.103	585	1793	2298	4700	5.63	12.09	13.81
PSX	ɐ	ɐ	598.342	0.095	646	1726	2016	4700	6.14	11.92	12.92
PSX	ɐ	ɐ	599.512	0.086	622	1447	2134	4700	5.95	10.77	13.05
PSX	ɐ	ɐ	700.792	0.130	729	1768	2417	4700	6.75	12.00	14.01
PSX	ɐ	ɐ	748.380	0.087	572	1546	2293	4700	5.53	11.20	13.62
