speaker	phone	vowel	duration	ceiling	variance	F1	F2	F3	F1Bk	F2Bk	F3Bk	start	word	filename	status
PSX	ə	ə	0.048	6330	0.022	523	1861	2855	5.15	12.42	15.30	186.767	χːátːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.226	5510	0.166	476	1062	2973	4.75	8.87	15.58	186.950	χːátːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.086	6350	0.022	858	1735	2816	7.63	11.96	15.21	193.345	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.226	5670	0.018	745	1739	2994	6.86	11.97	15.63	193.661	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.122	5090	0.169	557	1206	3175	5.44	9.64	16.03	193.974	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.127	5330	0.066	843	1588	3053	7.54	11.38	15.76	194.096	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.180	6350	0.091	760	1836	3088	6.97	12.33	15.84	194.427	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.083	5010	0.182	563	1239	2813	5.49	9.81	15.20	194.709	akʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.155	6270	0.252	859	1718	2818	7.64	11.89	15.21	195.529	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.223	5890	0.060	810	1783	2931	7.32	12.14	15.48	195.871	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.120	5490	0.919	569	1094	3302	5.53	9.04	16.30	196.178	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.097	6010	0.035	796	1629	2943	7.22	11.55	15.51	196.347	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.224	6190	0.205	748	1846	3217	6.89	12.37	16.12	196.651	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.120	5630	0.295	526	1099	3093	5.18	9.07	15.85	196.952	wakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.148	5910	0.079	827	1915	2814	7.43	12.61	15.20	197.629	dákʰtaːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	aː	a	0.223	6230	0.063	721	1825	3306	6.70	12.29	16.31	197.996	dákʰtaːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.089	5110	0.052	490	1574	3225	4.87	11.32	16.13	198.298	dákʰtaːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.131	5170	0.257	759	1781	2578	6.97	12.13	14.60	198.475	dakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.214	5790	0.040	769	1786	2990	7.04	12.15	15.62	198.819	dakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.063	4690	0.218	566	1317	2940	5.51	10.18	15.50	199.125	dakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	aʲˤ	a	0.171	5830	0.068	812	1840	2844	7.33	12.34	15.27	199.822	baʲˤkʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.234	5970	0.017	772	1805	2965	7.06	12.22	15.56	200.222	baʲˤkʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.139	5210	0.020	476	1160	3327	4.75	9.40	16.35	200.563	baʲˤkʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.097	5270	0.013	774	1693	3054	7.07	11.80	15.76	200.791	pakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.157	5170	0.025	704	1747	2957	6.57	12.00	15.54	201.084	pakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.067	5350	0.087	516	1415	2959	5.10	10.64	15.54	201.325	pakʰtáːtʼu	archi-phon-2006-PSX-1-vowels	Auto
